Names: Derek Hildebrandt, Jesus Gonzalez, Christianna Powell
Group: Group 3
Date: June 18, 2015
SectionB: DA Pattern Matching - Genes
Gene 3208: Start: 454728 End: 454824 

Gene 3209: Start: 455259 End: 455268 

Gene 3210: Start: 455384 End: 455516 

Gene 3211: Start: 455591 End: 455597 

Gene 3212: Start: 455655 End: 455664 

Gene 3213: Start: 455694 End: 455736 

Gene 3214: Start: 455753 End: 455759 

Gene 3215: Start: 455826 End: 455901 

Gene 3216: Start: 455921 End: 455948 

Gene 3217: Start: 456078 End: 456099 

Gene 3218: Start: 456185 End: 456350 

Gene 3219: Start: 456383 End: 456389 

Gene 3220: Start: 456392 End: 456407 

Gene 3221: Start: 456563 End: 456578 

Gene 3222: Start: 456594 End: 456618 

Gene 3223: Start: 456633 End: 456705 

Gene 3224: Start: 456929 End: 456944 

Gene 3225: Start: 457109 End: 457160 

Gene 3226: Start: 457280 End: 457310 

Gene 3227: Start: 457335 End: 457350 

Gene 3228: Start: 457449 End: 457452 

Gene 3229: Start: 457799 End: 457988 

Gene 3230: Start: 457994 End: 458018 

Gene 3231: Start: 458181 End: 458184 

Gene 3232: Start: 458345 End: 458354 

Gene 3233: Start: 458495 End: 458573 

Gene 3234: Start: 458601 End: 458622 

Gene 3235: Start: 458646 End: 458718 

Gene 3236: Start: 458768 End: 458939 

Gene 3237: Start: 458976 End: 459114 

Gene 3238: Start: 459120 End: 459132 

Gene 3239: Start: 459194 End: 459296 

Gene 3240: Start: 459353 End: 459365 

Gene 3241: Start: 459441 End: 459570 

Gene 3242: Start: 459591 End: 459669 

Gene 3243: Start: 459746 End: 459806 

Gene 3244: Start: 459855 End: 459861 

Gene 3245: Start: 459885 End: 459984 

Gene 3246: Start: 460151 End: 460289 

Gene 3247: Start: 460364 End: 460379 

Gene 3248: Start: 460436 End: 460457 

Gene 3249: Start: 460614 End: 460626 

Gene 3250: Start: 460632 End: 460647 

Gene 3251: Start: 460752 End: 460779 

Gene 3252: Start: 460950 End: 460956 

Gene 3253: Start: 461238 End: 461253 

Gene 3254: Start: 461348 End: 461363 

Gene 3255: Start: 461418 End: 461520 

Gene 3256: Start: 461603 End: 461735 

Gene 3257: Start: 461786 End: 461828 

Gene 3258: Start: 461868 End: 461994 

Gene 3259: Start: 462059 End: 462068 

Gene 3260: Start: 462170 End: 462176 

Gene 3261: Start: 462455 End: 462560 

Gene 3262: Start: 462608 End: 462656 

Gene 3263: Start: 462737 End: 462770 

Gene 3264: Start: 462876 End: 462921 

Gene 3265: Start: 462924 End: 462996 

Gene 3266: Start: 463005 End: 463017 

Gene 3267: Start: 463103 End: 463118 

Gene 3268: Start: 463304 End: 463349 

Gene 3269: Start: 463353 End: 463419 

Gene 3270: Start: 463493 End: 463583 

Gene 3271: Start: 463604 End: 463616 

Gene 3272: Start: 463665 End: 463740 

Gene 3273: Start: 463805 End: 463946 

Gene 3274: Start: 464015 End: 464159 

Gene 3275: Start: 464283 End: 464307 

Gene 3276: Start: 464369 End: 464480 

Gene 3277: Start: 464631 End: 464694 

Gene 3278: Start: 464790 End: 464835 

Gene 3279: Start: 464844 End: 464898 

Gene 3280: Start: 464972 End: 465062 

Gene 3281: Start: 465075 End: 465138 

Gene 3282: Start: 465192 End: 465201 

Gene 3283: Start: 465251 End: 465317 

Gene 3284: Start: 465575 End: 465680 

Gene 3285: Start: 465764 End: 465980 

Gene 3286: Start: 465983 End: 466013 

Gene 3287: Start: 466337 End: 466487 

Gene 3288: Start: 466629 End: 466641 

Gene 3289: Start: 466658 End: 466733 

Gene 3290: Start: 466740 End: 466896 

Gene 3291: Start: 466917 End: 467007 

Gene 3292: Start: 467019 End: 467040 

Gene 3293: Start: 467057 End: 467093 

Gene 3294: Start: 467180 End: 467261 

Gene 3295: Start: 467289 End: 467415 

Gene 3296: Start: 467472 End: 467505 

Gene 3297: Start: 467687 End: 467750 

Gene 3298: Start: 467769 End: 467790 

Gene 3299: Start: 467976 End: 468093 

Gene 3300: Start: 468119 End: 468128 

Gene 3301: Start: 468315 End: 468330 

Gene 3302: Start: 468393 End: 468435 

Gene 3303: Start: 468489 End: 468519 

Gene 3304: Start: 468638 End: 468728 

Gene 3305: Start: 468875 End: 468923 

Gene 3306: Start: 468980 End: 469037 

Gene 3307: Start: 469233 End: 469236 

Gene 3308: Start: 469253 End: 469295 

Gene 3309: Start: 469347 End: 469797 

Gene 3310: Start: 469850 End: 469925 

Gene 3311: Start: 469998 End: 470067 

Gene 3312: Start: 470151 End: 470244 

Gene 3313: Start: 470342 End: 470357 

Gene 3314: Start: 470421 End: 470457 

Gene 3315: Start: 470519 End: 470528 

Gene 3316: Start: 470553 End: 470685 

Gene 3317: Start: 470840 End: 470846 

Gene 3318: Start: 470912 End: 471029 

Gene 3319: Start: 471072 End: 471132 

Gene 3320: Start: 471222 End: 471270 

Gene 3321: Start: 471294 End: 471357 

Gene 3322: Start: 471806 End: 471884 

Gene 3323: Start: 471963 End: 472134 

Gene 3324: Start: 472151 End: 472193 

Gene 3325: Start: 472319 End: 472373 

Gene 3326: Start: 472407 End: 472503 

Gene 3327: Start: 472524 End: 472620 

Gene 3328: Start: 472726 End: 472783 

Gene 3329: Start: 472804 End: 472858 

Gene 3330: Start: 472891 End: 472942 

Gene 3331: Start: 472967 End: 472985 

Gene 3332: Start: 472996 End: 473305 

Gene 3333: Start: 473373 End: 473397 

Gene 3334: Start: 473480 End: 473519 

Gene 3335: Start: 473623 End: 473662 

Gene 3336: Start: 473813 End: 473843 

Gene 3337: Start: 473891 End: 474026 

Gene 3338: Start: 474066 End: 474087 

Gene 3339: Start: 474126 End: 474159 

Gene 3340: Start: 474186 End: 474195 

Gene 3341: Start: 474198 End: 474228 

Gene 3342: Start: 474245 End: 474368 

Gene 3343: Start: 474420 End: 474432 

Gene 3344: Start: 474535 End: 474547 

Gene 3345: Start: 474679 End: 474691 

Gene 3346: Start: 474714 End: 474780 

Gene 3347: Start: 474806 End: 474812 

Gene 3348: Start: 474826 End: 474910 

Gene 3349: Start: 474952 End: 474994 

Gene 3350: Start: 475012 End: 475243 

Gene 3351: Start: 475301 End: 475361 

Gene 3352: Start: 475409 End: 475523 

Gene 3353: Start: 475570 End: 475600 

Gene 3354: Start: 475621 End: 475627 

Gene 3355: Start: 475658 End: 475724 

Gene 3356: Start: 475767 End: 475818 

Gene 3357: Start: 475827 End: 475863 

Gene 3358: Start: 475954 End: 475969 

Gene 3359: Start: 475988 End: 476048 

Gene 3360: Start: 476192 End: 476210 

Gene 3361: Start: 476290 End: 476332 

Gene 3362: Start: 476417 End: 476618 

Gene 3363: Start: 476628 End: 476649 

Gene 3364: Start: 476673 End: 476748 

Gene 3365: Start: 476783 End: 476807 

Gene 3366: Start: 476850 End: 476874 

Gene 3367: Start: 476949 End: 477009 

Gene 3368: Start: 477073 End: 477085 

Gene 3369: Start: 477134 End: 477143 

Gene 3370: Start: 477206 End: 477221 

Gene 3371: Start: 477256 End: 477274 

Gene 3372: Start: 477325 End: 477559 

Gene 3373: Start: 477690 End: 477768 

Gene 3374: Start: 477778 End: 477949 

Gene 3375: Start: 478030 End: 478036 

Gene 3376: Start: 478104 End: 478125 

Gene 3377: Start: 478156 End: 478165 

Gene 3378: Start: 478210 End: 478459 

Gene 3379: Start: 478475 End: 478520 

Gene 3380: Start: 478547 End: 478610 

Gene 3381: Start: 478654 End: 478843 

Gene 3382: Start: 478865 End: 478919 

Gene 3383: Start: 479145 End: 479178 

Gene 3384: Start: 479216 End: 479252 

Gene 3385: Start: 479308 End: 479335 

Gene 3386: Start: 479403 End: 479427 

Gene 3387: Start: 479489 End: 479519 

Gene 3388: Start: 479556 End: 479631 

Gene 3389: Start: 480175 End: 480298 

Gene 3390: Start: 480347 End: 480350 

Gene 3391: Start: 480628 End: 480709 

Gene 3392: Start: 480717 End: 480741 

Gene 3393: Start: 480839 End: 480917 

Gene 3394: Start: 480976 End: 481045 

Gene 3395: Start: 481080 End: 481215 

Gene 3396: Start: 481306 End: 481336 

Gene 3397: Start: 481411 End: 481636 

Gene 3398: Start: 481817 End: 481832 

Gene 3399: Start: 481836 End: 481902 

Gene 3400: Start: 481927 End: 481945 

Gene 3401: Start: 481968 End: 482070 

Gene 3402: Start: 482077 End: 482101 

Gene 3403: Start: 482168 End: 482252 

Gene 3404: Start: 482335 End: 482413 

Gene 3405: Start: 482426 End: 482519 

Gene 3406: Start: 482857 End: 482866 

Gene 3407: Start: 482997 End: 483099 

Gene 3408: Start: 483148 End: 483166 

Gene 3409: Start: 483202 End: 483247 

Gene 3410: Start: 483408 End: 483438 

Gene 3411: Start: 483451 End: 483535 

Gene 3412: Start: 483571 End: 483583 

Gene 3413: Start: 483659 End: 483725 

Gene 3414: Start: 483881 End: 483929 

Gene 3415: Start: 483989 End: 484037 

Gene 3416: Start: 484088 End: 484106 

Gene 3417: Start: 484189 End: 484372 

Gene 3418: Start: 484394 End: 484406 

Gene 3419: Start: 484483 End: 484528 

Gene 3420: Start: 484596 End: 484668 

Gene 3421: Start: 484796 End: 484847 

Gene 3422: Start: 484860 End: 485064 

Gene 3423: Start: 485123 End: 485171 

Gene 3424: Start: 485180 End: 485201 

Gene 3425: Start: 485234 End: 485306 

Gene 3426: Start: 485341 End: 485353 

Gene 3427: Start: 485447 End: 485483 

Gene 3428: Start: 485527 End: 485530 

Gene 3429: Start: 485621 End: 485636 

Gene 3430: Start: 485701 End: 485815 

Gene 3431: Start: 485861 End: 486008 

Gene 3432: Start: 486178 End: 486190 

Gene 3433: Start: 486193 End: 486217 

Gene 3434: Start: 486245 End: 486326 

Gene 3435: Start: 486349 End: 486430 

Gene 3436: Start: 486494 End: 486503 

Gene 3437: Start: 486520 End: 486613 

Gene 3438: Start: 486936 End: 487149 

Gene 3439: Start: 487242 End: 487407 

Gene 3440: Start: 487496 End: 487499 

Gene 3441: Start: 487580 End: 487655 

Gene 3442: Start: 487723 End: 487744 

Gene 3443: Start: 487772 End: 487814 

Gene 3444: Start: 487863 End: 488007 

Gene 3445: Start: 488026 End: 488092 

Gene 3446: Start: 488176 End: 488188 

Gene 3447: Start: 488224 End: 488314 

Gene 3448: Start: 488393 End: 488399 

Gene 3449: Start: 488489 End: 488570 

Gene 3450: Start: 488793 End: 488892 

Gene 3451: Start: 488904 End: 489048 

Gene 3452: Start: 489076 End: 489085 

Gene 3453: Start: 489228 End: 489255 

Gene 3454: Start: 489516 End: 489525 

Gene 3455: Start: 489535 End: 489544 

Gene 3456: Start: 489674 End: 489743 

Gene 3457: Start: 489766 End: 489772 

Gene 3458: Start: 489893 End: 489944 

Gene 3459: Start: 490041 End: 490056 

Gene 3460: Start: 490191 End: 490200 

Gene 3461: Start: 490223 End: 490253 

Gene 3462: Start: 490294 End: 490336 

Gene 3463: Start: 490374 End: 490413 

Gene 3464: Start: 490430 End: 490460 

Gene 3465: Start: 490510 End: 490618 

Gene 3466: Start: 490742 End: 490763 

Gene 3467: Start: 490923 End: 491046 

Gene 3468: Start: 491133 End: 491241 

Gene 3469: Start: 491322 End: 491622 

Gene 3470: Start: 491782 End: 491809 

Gene 3471: Start: 491854 End: 491875 

Gene 3472: Start: 491933 End: 492050 

Gene 3473: Start: 492144 End: 492195 

Gene 3474: Start: 492240 End: 492351 

Gene 3475: Start: 492403 End: 492412 

Gene 3476: Start: 492416 End: 492443 

Gene 3477: Start: 492475 End: 492511 

Gene 3478: Start: 492604 End: 492646 

Gene 3479: Start: 492653 End: 492659 

Gene 3480: Start: 492662 End: 492743 

Gene 3481: Start: 492784 End: 492982 

Gene 3482: Start: 493188 End: 493290 

Gene 3483: Start: 493374 End: 493437 

Gene 3484: Start: 493488 End: 493530 

Gene 3485: Start: 493790 End: 493820 

Gene 3486: Start: 493946 End: 493952 

Gene 3487: Start: 494012 End: 494042 

Gene 3488: Start: 494115 End: 494118 

Gene 3489: Start: 494204 End: 494378 

Gene 3490: Start: 494786 End: 494831 

Gene 3491: Start: 494879 End: 494933 

Gene 3492: Start: 495014 End: 495032 

Gene 3493: Start: 495042 End: 495054 

Gene 3494: Start: 495068 End: 495194 

Gene 3495: Start: 495269 End: 495314 

Gene 3496: Start: 495372 End: 495567 

Gene 3497: Start: 495590 End: 495719 

Gene 3498: Start: 495761 End: 495890 

Gene 3499: Start: 495992 End: 496106 

Gene 3500: Start: 496164 End: 496290 

Gene 3501: Start: 496308 End: 496395 

Gene 3502: Start: 496422 End: 496473 

Gene 3503: Start: 496488 End: 496524 

Gene 3504: Start: 496559 End: 496577 

Gene 3505: Start: 496626 End: 496641 

Gene 3506: Start: 496766 End: 496826 

Gene 3507: Start: 496938 End: 496986 

Gene 3508: Start: 497015 End: 497039 

Gene 3509: Start: 497240 End: 497273 

Gene 3510: Start: 497286 End: 497400 

Gene 3511: Start: 497559 End: 497670 

Gene 3512: Start: 497732 End: 497771 

Gene 3513: Start: 497946 End: 497988 

Gene 3514: Start: 497997 End: 498198 

Gene 3515: Start: 498215 End: 498323 

Gene 3516: Start: 498339 End: 498534 

Gene 3517: Start: 498557 End: 498623 

Gene 3518: Start: 498641 End: 498704 

Gene 3519: Start: 498803 End: 498827 

Gene 3520: Start: 498845 End: 498881 

Gene 3521: Start: 498920 End: 498980 

Gene 3522: Start: 499028 End: 499112 

Gene 3523: Start: 499136 End: 499175 

Gene 3524: Start: 499241 End: 499283 

Gene 3525: Start: 499484 End: 499541 

Gene 3526: Start: 499695 End: 499710 

Gene 3527: Start: 499769 End: 499853 

Gene 3528: Start: 499875 End: 499890 

Gene 3529: Start: 500015 End: 500051 

Gene 3530: Start: 500088 End: 500100 

Gene 3531: Start: 500112 End: 500145 

Gene 3532: Start: 500309 End: 500498 

Gene 3533: Start: 500598 End: 500637 

Gene 3534: Start: 500718 End: 500844 

Gene 3535: Start: 500934 End: 500937 

Gene 3536: Start: 500951 End: 501062 

Gene 3537: Start: 501290 End: 501344 

Gene 3538: Start: 501425 End: 501443 

Gene 3539: Start: 501458 End: 501476 

Gene 3540: Start: 501486 End: 501495 

Gene 3541: Start: 501519 End: 501585 

Gene 3542: Start: 501777 End: 501861 

Gene 3543: Start: 501909 End: 501936 

Gene 3544: Start: 502028 End: 502088 

Gene 3545: Start: 502103 End: 502142 

Gene 3546: Start: 502274 End: 502337 

Gene 3547: Start: 502458 End: 502476 

Gene 3548: Start: 502488 End: 502494 

Gene 3549: Start: 502617 End: 502683 

Gene 3550: Start: 502763 End: 502799 

Gene 3551: Start: 502803 End: 502833 

Gene 3552: Start: 502860 End: 502887 

Gene 3553: Start: 502901 End: 502922 

Gene 3554: Start: 503127 End: 503142 

Gene 3555: Start: 503202 End: 503223 

Gene 3556: Start: 503258 End: 503330 

Gene 3557: Start: 503421 End: 503508 

Gene 3558: Start: 503613 End: 503634 

Gene 3559: Start: 503768 End: 503807 

Gene 3560: Start: 503810 End: 503813 

Gene 3561: Start: 503838 End: 503862 

Gene 3562: Start: 503897 End: 503954 

Gene 3563: Start: 504071 End: 504077 

Gene 3564: Start: 504090 End: 504165 

Gene 3565: Start: 504285 End: 504378 

Gene 3566: Start: 504426 End: 504447 

Gene 3567: Start: 504495 End: 504498 

Gene 3568: Start: 504560 End: 504635 

Gene 3569: Start: 504690 End: 504777 

Gene 3570: Start: 504929 End: 504956 

Gene 3571: Start: 505103 End: 505112 

Gene 3572: Start: 505226 End: 505238 

Gene 3573: Start: 505398 End: 505470 

Gene 3574: Start: 505598 End: 505604 

Gene 3575: Start: 505613 End: 505619 

Gene 3576: Start: 505695 End: 505752 

Gene 3577: Start: 505826 End: 505880 

Gene 3578: Start: 505982 End: 506036 

Gene 3579: Start: 506147 End: 506195 

Gene 3580: Start: 506253 End: 506277 

Gene 3581: Start: 506312 End: 506393 

Gene 3582: Start: 506453 End: 506576 

Gene 3583: Start: 506675 End: 506696 

Gene 3584: Start: 506772 End: 506838 

Gene 3585: Start: 506918 End: 507041 

Gene 3586: Start: 507251 End: 507296 

Gene 3587: Start: 507336 End: 507387 

Gene 3588: Start: 507515 End: 507527 

Gene 3589: Start: 507642 End: 507666 

Gene 3590: Start: 507741 End: 507768 

Gene 3591: Start: 507789 End: 507813 

Gene 3592: Start: 507851 End: 508016 

Gene 3593: Start: 508314 End: 508374 

Gene 3594: Start: 508403 End: 508463 

Gene 3595: Start: 508578 End: 508668 

Gene 3596: Start: 508751 End: 508754 

Gene 3597: Start: 508911 End: 508941 

Gene 3598: Start: 508956 End: 508992 

Gene 3599: Start: 509060 End: 509156 

Gene 3600: Start: 509181 End: 509277 

Gene 3601: Start: 509331 End: 509514 

Gene 3602: Start: 509726 End: 509747 

Gene 3603: Start: 509779 End: 509878 

Gene 3604: Start: 509940 End: 510009 

Gene 3605: Start: 510030 End: 510102 

Gene 3606: Start: 510138 End: 510213 

Gene 3607: Start: 510329 End: 510362 

Gene 3608: Start: 510374 End: 510401 

Gene 3609: Start: 510414 End: 510645 

Gene 3610: Start: 510694 End: 510700 

Gene 3611: Start: 510814 End: 510976 

Gene 3612: Start: 511042 End: 511087 

Gene 3613: Start: 511260 End: 511296 

Gene 3614: Start: 511338 End: 511377 

Gene 3615: Start: 511410 End: 511554 

Gene 3616: Start: 511629 End: 511815 

Gene 3617: Start: 511867 End: 511918 

Gene 3618: Start: 512027 End: 512036 

Gene 3619: Start: 512082 End: 512172 

Gene 3620: Start: 512195 End: 512264 

Gene 3621: Start: 512288 End: 512387 

Gene 3622: Start: 512509 End: 512593 

Gene 3623: Start: 512621 End: 512702 

Gene 3624: Start: 512707 End: 512800 

Gene 3625: Start: 512805 End: 512919 

Gene 3626: Start: 512954 End: 512960 

Gene 3627: Start: 512969 End: 513050 

Gene 3628: Start: 513158 End: 513245 

Gene 3629: Start: 513254 End: 513521 

Gene 3630: Start: 513529 End: 513838 

Gene 3631: Start: 513905 End: 513917 

Gene 3632: Start: 513947 End: 514025 

Gene 3633: Start: 514058 End: 514109 

Gene 3634: Start: 514235 End: 514307 

Gene 3635: Start: 514366 End: 514447 

Gene 3636: Start: 514735 End: 514849 

Gene 3637: Start: 514861 End: 514912 

Gene 3638: Start: 515027 End: 515087 

Gene 3639: Start: 515193 End: 515205 

Gene 3640: Start: 515219 End: 515363 

Gene 3641: Start: 515368 End: 515401 

Gene 3642: Start: 515405 End: 515447 

Gene 3643: Start: 515473 End: 515551 

Gene 3644: Start: 515600 End: 515603 

Gene 3645: Start: 515610 End: 515637 

Gene 3646: Start: 515783 End: 515846 

Gene 3647: Start: 515852 End: 515858 

Gene 3648: Start: 515870 End: 515903 

Gene 3649: Start: 515968 End: 516049 

Gene 3650: Start: 516096 End: 516135 

Gene 3651: Start: 516195 End: 516207 

Gene 3652: Start: 516225 End: 516342 

Gene 3653: Start: 516383 End: 516386 

Gene 3654: Start: 516467 End: 516524 

Gene 3655: Start: 516545 End: 516761 

Gene 3656: Start: 516782 End: 516851 

Gene 3657: Start: 516918 End: 516939 

Gene 3658: Start: 516966 End: 517035 

Gene 3659: Start: 517135 End: 517147 

Gene 3660: Start: 517191 End: 517281 

Gene 3661: Start: 517310 End: 517382 

Gene 3662: Start: 517398 End: 517440 

Gene 3663: Start: 517500 End: 517518 

Gene 3664: Start: 517563 End: 517653 

Gene 3665: Start: 517664 End: 517679 

Gene 3666: Start: 517844 End: 517865 

Gene 3667: Start: 517969 End: 518029 

Gene 3668: Start: 518035 End: 518122 

Gene 3669: Start: 518267 End: 518303 

Gene 3670: Start: 518558 End: 518630 

Gene 3671: Start: 518635 End: 518686 

Gene 3672: Start: 518739 End: 518904 

Gene 3673: Start: 519023 End: 519041 

Gene 3674: Start: 519104 End: 519164 

Gene 3675: Start: 519188 End: 519332 

Gene 3676: Start: 519599 End: 519626 

Gene 3677: Start: 519635 End: 519680 

Gene 3678: Start: 519763 End: 519871 

Gene 3679: Start: 519935 End: 519989 

Gene 3680: Start: 519995 End: 520109 

Gene 3681: Start: 520215 End: 520293 

Gene 3682: Start: 520349 End: 520451 

Gene 3683: Start: 520765 End: 520789 

Gene 3684: Start: 520820 End: 521042 

Gene 3685: Start: 521045 End: 521093 

Gene 3686: Start: 521156 End: 521282 

Gene 3687: Start: 521389 End: 521437 

Gene 3688: Start: 521533 End: 521545 

Gene 3689: Start: 521566 End: 521647 

Gene 3690: Start: 521656 End: 521662 

Gene 3691: Start: 521701 End: 521710 

Gene 3692: Start: 522038 End: 522056 

Gene 3693: Start: 522137 End: 522248 

Gene 3694: Start: 522519 End: 522636 

Gene 3695: Start: 522769 End: 522790 

Gene 3696: Start: 522867 End: 522948 

Gene 3697: Start: 522985 End: 523024 

Gene 3698: Start: 523055 End: 523085 

Gene 3699: Start: 523156 End: 523228 

Gene 3700: Start: 523318 End: 523354 

Gene 3701: Start: 523393 End: 523411 

Gene 3702: Start: 523438 End: 523672 

Gene 3703: Start: 523776 End: 523866 

Gene 3704: Start: 523935 End: 523998 

Gene 3705: Start: 524012 End: 524018 

Gene 3706: Start: 524150 End: 524255 

Gene 3707: Start: 524355 End: 524442 

Gene 3708: Start: 524573 End: 524603 

Gene 3709: Start: 524617 End: 524659 

Gene 3710: Start: 524693 End: 524702 

Gene 3711: Start: 524709 End: 524745 

Gene 3712: Start: 524843 End: 524855 

Gene 3713: Start: 524872 End: 524986 

Gene 3714: Start: 525029 End: 525038 

Gene 3715: Start: 525202 End: 525205 

Gene 3716: Start: 525215 End: 525335 

Gene 3717: Start: 525353 End: 525461 

Gene 3718: Start: 525481 End: 525553 

Gene 3719: Start: 525572 End: 525575 

Gene 3720: Start: 525584 End: 525662 

Gene 3721: Start: 525669 End: 525702 

Gene 3722: Start: 525713 End: 525773 

Gene 3723: Start: 525893 End: 525944 

Gene 3724: Start: 526074 End: 526107 

Gene 3725: Start: 526220 End: 526250 

Gene 3726: Start: 526310 End: 526388 

Gene 3727: Start: 526501 End: 526528 

Gene 3728: Start: 526553 End: 526628 

Gene 3729: Start: 526639 End: 526822 

Gene 3730: Start: 526885 End: 526933 

Gene 3731: Start: 526937 End: 527102 

Gene 3732: Start: 527115 End: 527139 

Gene 3733: Start: 527171 End: 527195 

Gene 3734: Start: 527218 End: 527281 

Gene 3735: Start: 527385 End: 527391 

Gene 3736: Start: 527423 End: 527537 

Gene 3737: Start: 527573 End: 527660 

Gene 3738: Start: 527806 End: 527926 

Gene 3739: Start: 528018 End: 528033 

Gene 3740: Start: 528113 End: 528212 

Gene 3741: Start: 528219 End: 528252 

Gene 3742: Start: 528293 End: 528329 

Gene 3743: Start: 528359 End: 528395 

Gene 3744: Start: 528437 End: 528443 

Gene 3745: Start: 528553 End: 528580 

Gene 3746: Start: 528602 End: 528620 

Gene 3747: Start: 528705 End: 528741 

Gene 3748: Start: 528861 End: 528876 

Gene 3749: Start: 528931 End: 528934 

Gene 3750: Start: 528967 End: 529039 

Gene 3751: Start: 529045 End: 529171 

Gene 3752: Start: 529187 End: 529211 

Gene 3753: Start: 529283 End: 529502 

Gene 3754: Start: 529621 End: 529690 

Gene 3755: Start: 529848 End: 529983 

Gene 3756: Start: 530005 End: 530014 

Gene 3757: Start: 530026 End: 530329 

Gene 3758: Start: 530398 End: 530455 

Gene 3759: Start: 530546 End: 530603 

Gene 3760: Start: 530772 End: 530838 

Gene 3761: Start: 530908 End: 530956 

Gene 3762: Start: 531013 End: 531028 

Gene 3763: Start: 531056 End: 531101 

Gene 3764: Start: 531148 End: 531196 

Gene 3765: Start: 531247 End: 531370 

Gene 3766: Start: 531481 End: 531487 

Gene 3767: Start: 531545 End: 531560 

Gene 3768: Start: 531763 End: 531796 

Gene 3769: Start: 531839 End: 531851 

Gene 3770: Start: 531878 End: 532061 

Gene 3771: Start: 532068 End: 532380 

Gene 3772: Start: 532442 End: 532466 

Gene 3773: Start: 532487 End: 532598 

Gene 3774: Start: 532846 End: 532912 

Gene 3775: Start: 533064 End: 533076 

Gene 3776: Start: 533129 End: 533141 

Gene 3777: Start: 533162 End: 533168 

Gene 3778: Start: 533183 End: 533189 

Gene 3779: Start: 533218 End: 533419 

Gene 3780: Start: 533442 End: 533541 

Gene 3781: Start: 533629 End: 533659 

Gene 3782: Start: 533920 End: 533932 

Gene 3783: Start: 533972 End: 534068 

Gene 3784: Start: 534127 End: 534244 

Gene 3785: Start: 534331 End: 534397 

Gene 3786: Start: 534421 End: 534439 

Gene 3787: Start: 534457 End: 534481 

Gene 3788: Start: 534518 End: 534638 

Gene 3789: Start: 534648 End: 534804 

Gene 3790: Start: 534935 End: 534959 

Gene 3791: Start: 534986 End: 535004 

Gene 3792: Start: 535016 End: 535031 

Gene 3793: Start: 535181 End: 535196 

Gene 3794: Start: 535226 End: 535274 

Gene 3795: Start: 535277 End: 535349 

Gene 3796: Start: 535366 End: 535384 

Gene 3797: Start: 535477 End: 535525 

Gene 3798: Start: 535530 End: 535539 

Gene 3799: Start: 535561 End: 535603 

Gene 3800: Start: 535611 End: 535764 

Gene 3801: Start: 535798 End: 535888 

Gene 3802: Start: 536057 End: 536075 

Gene 3803: Start: 536089 End: 536269 

Gene 3804: Start: 536318 End: 536354 

Gene 3805: Start: 536510 End: 536567 

Gene 3806: Start: 536586 End: 536610 

Gene 3807: Start: 536633 End: 536669 

Gene 3808: Start: 536840 End: 536915 

Gene 3809: Start: 536972 End: 537128 

Gene 3810: Start: 537269 End: 537284 

Gene 3811: Start: 537316 End: 537343 

Gene 3812: Start: 537353 End: 537431 

Gene 3813: Start: 537466 End: 537496 

Gene 3814: Start: 537704 End: 537794 

Gene 3815: Start: 538123 End: 538252 

Gene 3816: Start: 538343 End: 538364 

Gene 3817: Start: 538430 End: 538514 

Gene 3818: Start: 538646 End: 539021 

Gene 3819: Start: 539054 End: 539066 

Gene 3820: Start: 539078 End: 539147 

Gene 3821: Start: 539215 End: 539356 

Gene 3822: Start: 539633 End: 539675 

Gene 3823: Start: 539688 End: 539712 

Gene 3824: Start: 539865 End: 539880 

Gene 3825: Start: 539996 End: 540191 

Gene 3826: Start: 540226 End: 540238 

Gene 3827: Start: 540436 End: 540481 

Gene 3828: Start: 540590 End: 540761 

Gene 3829: Start: 540786 End: 540798 

Gene 3830: Start: 540802 End: 540832 

Gene 3831: Start: 540875 End: 540914 

Gene 3832: Start: 540940 End: 540943 

Gene 3833: Start: 541040 End: 541241 

Gene 3834: Start: 541254 End: 541296 

Gene 3835: Start: 541441 End: 541468 

Gene 3836: Start: 541527 End: 541569 

Gene 3837: Start: 541783 End: 541840 

Gene 3838: Start: 541910 End: 541997 

Gene 3839: Start: 542133 End: 542145 

Gene 3840: Start: 542209 End: 542305 

